Loading /quad/train_50_500_200_2-25.txt
Loading /quad/eval_50_100_200_2-25.txt
Loading /quad/test_50_200_200_2-25.txt
Restricted license - for non-production use only - expires 2026-11-23
Training the model with MSE as loss
Epoch 0 | loss: 0.0551
Eval Epoch 0 | Mean relative regret: 0.2193
Epoch 1 | loss: 0.0285
Epoch 2 | loss: 0.0174
Epoch 3 | loss: 0.0122
Epoch 4 | loss: 0.0090
Epoch 5 | loss: 0.0072
Eval Epoch 5 | Mean relative regret: 0.2150
Epoch 6 | loss: 0.0059
Epoch 7 | loss: 0.0047
Epoch 8 | loss: 0.0041
Epoch 9 | loss: 0.0036
Epoch 10 | loss: 0.0031
Eval Epoch 10 | Mean relative regret: 0.2111
Epoch 11 | loss: 0.0028
Epoch 12 | loss: 0.0025
Epoch 13 | loss: 0.0022
Epoch 14 | loss: 0.0020
Epoch 15 | loss: 0.0019
Eval Epoch 15 | Mean relative regret: 0.2065
Epoch 16 | loss: 0.0017
Epoch 17 | loss: 0.0016
Epoch 18 | loss: 0.0015
Epoch 19 | loss: 0.0015
Epoch 20 | loss: 0.0013
Eval Epoch 20 | Mean relative regret: 0.2029
Epoch 21 | loss: 0.0013
Epoch 22 | loss: 0.0012
Epoch 23 | loss: 0.0012
Epoch 24 | loss: 0.0011
Epoch 25 | loss: 0.0011
Eval Epoch 25 | Mean relative regret: 0.1996
Epoch 26 | loss: 0.0010
Epoch 27 | loss: 0.0010
Epoch 28 | loss: 0.0010
Epoch 29 | loss: 0.0009
Epoch 30 | loss: 0.0009
Eval Epoch 30 | Mean relative regret: 0.1954
Epoch 31 | loss: 0.0009
Epoch 32 | loss: 0.0008
Epoch 33 | loss: 0.0008
Epoch 34 | loss: 0.0008
Epoch 35 | loss: 0.0008
Eval Epoch 35 | Mean relative regret: 0.1920
Epoch 36 | loss: 0.0008
Epoch 37 | loss: 0.0008
Epoch 38 | loss: 0.0008
Epoch 39 | loss: 0.0007
Epoch 40 | loss: 0.0007
Eval Epoch 40 | Mean relative regret: 0.1893
Epoch 41 | loss: 0.0007
Epoch 42 | loss: 0.0007
Epoch 43 | loss: 0.0007
Epoch 44 | loss: 0.0007
Epoch 45 | loss: 0.0007
Eval Epoch 45 | Mean relative regret: 0.1868
Epoch 46 | loss: 0.0007
Epoch 47 | loss: 0.0006
Epoch 48 | loss: 0.0006
Epoch 49 | loss: 0.0006
Epoch 50 | loss: 0.0006
Eval Epoch 50 | Mean relative regret: 0.1851
Epoch 51 | loss: 0.0006
Epoch 52 | loss: 0.0006
Epoch 53 | loss: 0.0006
Epoch 54 | loss: 0.0006
Epoch 55 | loss: 0.0006
Eval Epoch 55 | Mean relative regret: 0.1822
Epoch 56 | loss: 0.0006
Epoch 57 | loss: 0.0006
Epoch 58 | loss: 0.0006
Epoch 59 | loss: 0.0005
Epoch 60 | loss: 0.0005
Eval Epoch 60 | Mean relative regret: 0.1799
Epoch 61 | loss: 0.0005
Epoch 62 | loss: 0.0005
Epoch 63 | loss: 0.0005
Epoch 64 | loss: 0.0005
Epoch 65 | loss: 0.0005
Eval Epoch 65 | Mean relative regret: 0.1777
Epoch 66 | loss: 0.0005
Epoch 67 | loss: 0.0005
Epoch 68 | loss: 0.0005
Epoch 69 | loss: 0.0005
Epoch 70 | loss: 0.0005
Eval Epoch 70 | Mean relative regret: 0.1769
Epoch 71 | loss: 0.0005
Epoch 72 | loss: 0.0005
Epoch 73 | loss: 0.0005
Epoch 74 | loss: 0.0005
Epoch 75 | loss: 0.0005
Eval Epoch 75 | Mean relative regret: 0.1766
Epoch 76 | loss: 0.0005
Epoch 77 | loss: 0.0005
Epoch 78 | loss: 0.0005
Epoch 79 | loss: 0.0005
Epoch 80 | loss: 0.0005
Eval Epoch 80 | Mean relative regret: 0.1759
Epoch 81 | loss: 0.0005
Epoch 82 | loss: 0.0005
Epoch 83 | loss: 0.0005
Epoch 84 | loss: 0.0005
Epoch 85 | loss: 0.0005
Eval Epoch 85 | Mean relative regret: 0.1749
Epoch 86 | loss: 0.0004
Epoch 87 | loss: 0.0004
Epoch 88 | loss: 0.0004
Epoch 89 | loss: 0.0004
Epoch 90 | loss: 0.0004
Eval Epoch 90 | Mean relative regret: 0.1738
Epoch 91 | loss: 0.0004
Epoch 92 | loss: 0.0004
Epoch 93 | loss: 0.0004
Epoch 94 | loss: 0.0004
Epoch 95 | loss: 0.0004
Eval Epoch 95 | Mean relative regret: 0.1733
Epoch 96 | loss: 0.0004
Epoch 97 | loss: 0.0004
Epoch 98 | loss: 0.0004
Epoch 99 | loss: 0.0004
Epoch 100 | loss: 0.0004
Eval Epoch 100 | Mean relative regret: 0.1724
Epoch 101 | loss: 0.0004
Epoch 102 | loss: 0.0004
Epoch 103 | loss: 0.0004
Epoch 104 | loss: 0.0004
Epoch 105 | loss: 0.0004
Eval Epoch 105 | Mean relative regret: 0.1718
Epoch 106 | loss: 0.0004
Epoch 107 | loss: 0.0004
Epoch 108 | loss: 0.0004
Epoch 109 | loss: 0.0004
Epoch 110 | loss: 0.0004
Eval Epoch 110 | Mean relative regret: 0.1704
Epoch 111 | loss: 0.0004
Epoch 112 | loss: 0.0004
Epoch 113 | loss: 0.0004
Epoch 114 | loss: 0.0004
Epoch 115 | loss: 0.0004
Eval Epoch 115 | Mean relative regret: 0.1700
Epoch 116 | loss: 0.0004
Epoch 117 | loss: 0.0004
Epoch 118 | loss: 0.0004
Epoch 119 | loss: 0.0004
Epoch 120 | loss: 0.0004
Eval Epoch 120 | Mean relative regret: 0.1691
Epoch 121 | loss: 0.0004
Epoch 122 | loss: 0.0004
Epoch 123 | loss: 0.0004
Epoch 124 | loss: 0.0004
Epoch 125 | loss: 0.0004
Eval Epoch 125 | Mean relative regret: 0.1689
Epoch 126 | loss: 0.0004
Epoch 127 | loss: 0.0004
Epoch 128 | loss: 0.0004
Epoch 129 | loss: 0.0004
Epoch 130 | loss: 0.0004
Eval Epoch 130 | Mean relative regret: 0.1690
Epoch 131 | loss: 0.0004
Epoch 132 | loss: 0.0004
Epoch 133 | loss: 0.0004
Epoch 134 | loss: 0.0004
Epoch 135 | loss: 0.0004
Eval Epoch 135 | Mean relative regret: 0.1687
Epoch 136 | loss: 0.0004
Epoch 137 | loss: 0.0004
Epoch 138 | loss: 0.0004
Epoch 139 | loss: 0.0004
Epoch 140 | loss: 0.0004
Eval Epoch 140 | Mean relative regret: 0.1681
Epoch 141 | loss: 0.0004
Epoch 142 | loss: 0.0004
Epoch 143 | loss: 0.0004
Epoch 144 | loss: 0.0004
Epoch 145 | loss: 0.0004
Eval Epoch 145 | Mean relative regret: 0.1684
Epoch 146 | loss: 0.0004
Epoch 147 | loss: 0.0004
Epoch 148 | loss: 0.0004
Epoch 149 | loss: 0.0004
Epoch 150 | loss: 0.0004
Eval Epoch 150 | Mean relative regret: 0.1674
Epoch 151 | loss: 0.0004
Epoch 152 | loss: 0.0004
Epoch 153 | loss: 0.0004
Epoch 154 | loss: 0.0004
Epoch 155 | loss: 0.0004
Eval Epoch 155 | Mean relative regret: 0.1675
Epoch 156 | loss: 0.0004
Epoch 157 | loss: 0.0004
Epoch 158 | loss: 0.0004
Epoch 159 | loss: 0.0004
Epoch 160 | loss: 0.0003
Eval Epoch 160 | Mean relative regret: 0.1673
Epoch 161 | loss: 0.0004
Epoch 162 | loss: 0.0004
Epoch 163 | loss: 0.0004
Epoch 164 | loss: 0.0004
Epoch 165 | loss: 0.0004
Eval Epoch 165 | Mean relative regret: 0.1684
Epoch 166 | loss: 0.0004
Epoch 167 | loss: 0.0003
Epoch 168 | loss: 0.0004
Epoch 169 | loss: 0.0004
Epoch 170 | loss: 0.0003
Eval Epoch 170 | Mean relative regret: 0.1682
Epoch 171 | loss: 0.0004
Epoch 172 | loss: 0.0004
Epoch 173 | loss: 0.0003
Epoch 174 | loss: 0.0003
Epoch 175 | loss: 0.0003
Eval Epoch 175 | Mean relative regret: 0.1677
Epoch 176 | loss: 0.0003
Epoch 177 | loss: 0.0004
Epoch 178 | loss: 0.0004
Epoch 179 | loss: 0.0003
Epoch 180 | loss: 0.0003
Eval Epoch 180 | Mean relative regret: 0.1685
Epoch 181 | loss: 0.0003
Epoch 182 | loss: 0.0004
Epoch 183 | loss: 0.0003
Epoch 184 | loss: 0.0003
Epoch 185 | loss: 0.0003
Eval Epoch 185 | Mean relative regret: 0.1680
Epoch 186 | loss: 0.0003
Epoch 187 | loss: 0.0003
Epoch 188 | loss: 0.0004
Epoch 189 | loss: 0.0003
Epoch 190 | loss: 0.0003
Eval Epoch 190 | Mean relative regret: 0.1674
Epoch 191 | loss: 0.0003
Epoch 192 | loss: 0.0003
Epoch 193 | loss: 0.0003
Epoch 194 | loss: 0.0003
Epoch 195 | loss: 0.0003
Eval Epoch 195 | Mean relative regret: 0.1667
Epoch 196 | loss: 0.0003
Epoch 197 | loss: 0.0003
Epoch 198 | loss: 0.0003
Epoch 199 | loss: 0.0003
Epoch 200 | loss: 0.0003
Eval Epoch 200 | Mean relative regret: 0.1677
Epoch 201 | loss: 0.0003
Epoch 202 | loss: 0.0003
Epoch 203 | loss: 0.0003
Epoch 204 | loss: 0.0003
Epoch 205 | loss: 0.0003
Eval Epoch 205 | Mean relative regret: 0.1682
Epoch 206 | loss: 0.0003
Epoch 207 | loss: 0.0003
Epoch 208 | loss: 0.0003
Epoch 209 | loss: 0.0003
Epoch 210 | loss: 0.0003
Eval Epoch 210 | Mean relative regret: 0.1662
Epoch 211 | loss: 0.0003
Epoch 212 | loss: 0.0003
Epoch 213 | loss: 0.0003
Epoch 214 | loss: 0.0003
Epoch 215 | loss: 0.0003
Eval Epoch 215 | Mean relative regret: 0.1667
Epoch 216 | loss: 0.0003
Epoch 217 | loss: 0.0003
Epoch 218 | loss: 0.0003
Epoch 219 | loss: 0.0003
Epoch 220 | loss: 0.0003
Eval Epoch 220 | Mean relative regret: 0.1669
Epoch 221 | loss: 0.0003
Epoch 222 | loss: 0.0003
Epoch 223 | loss: 0.0003
Epoch 224 | loss: 0.0003
Epoch 225 | loss: 0.0003
Eval Epoch 225 | Mean relative regret: 0.1668
Epoch 226 | loss: 0.0003
Epoch 227 | loss: 0.0003
Epoch 228 | loss: 0.0003
Epoch 229 | loss: 0.0003
Epoch 230 | loss: 0.0003
Eval Epoch 230 | Mean relative regret: 0.1658
Epoch 231 | loss: 0.0003
Epoch 232 | loss: 0.0003
Epoch 233 | loss: 0.0003
Epoch 234 | loss: 0.0003
Epoch 235 | loss: 0.0003
Eval Epoch 235 | Mean relative regret: 0.1665
Epoch 236 | loss: 0.0003
Epoch 237 | loss: 0.0003
Epoch 238 | loss: 0.0003
Epoch 239 | loss: 0.0003
Epoch 240 | loss: 0.0003
Eval Epoch 240 | Mean relative regret: 0.1661
Epoch 241 | loss: 0.0003
Epoch 242 | loss: 0.0003
Epoch 243 | loss: 0.0003
Epoch 244 | loss: 0.0003
Epoch 245 | loss: 0.0003
Eval Epoch 245 | Mean relative regret: 0.1641
Epoch 246 | loss: 0.0003
Epoch 247 | loss: 0.0003
Epoch 248 | loss: 0.0003
Epoch 249 | loss: 0.0003
Epoch 250 | loss: 0.0003
Eval Epoch 250 | Mean relative regret: 0.1651
Epoch 251 | loss: 0.0003
Epoch 252 | loss: 0.0003
Epoch 253 | loss: 0.0003
Epoch 254 | loss: 0.0003
Epoch 255 | loss: 0.0003
Eval Epoch 255 | Mean relative regret: 0.1644
Epoch 256 | loss: 0.0003
Epoch 257 | loss: 0.0003
Epoch 258 | loss: 0.0003
Epoch 259 | loss: 0.0003
Epoch 260 | loss: 0.0003
Eval Epoch 260 | Mean relative regret: 0.1638
Epoch 261 | loss: 0.0003
Epoch 262 | loss: 0.0003
Epoch 263 | loss: 0.0003
Epoch 264 | loss: 0.0003
Epoch 265 | loss: 0.0003
Eval Epoch 265 | Mean relative regret: 0.1636
Epoch 266 | loss: 0.0003
Epoch 267 | loss: 0.0003
Epoch 268 | loss: 0.0003
Epoch 269 | loss: 0.0003
Epoch 270 | loss: 0.0003
Eval Epoch 270 | Mean relative regret: 0.1636
Epoch 271 | loss: 0.0003
Epoch 272 | loss: 0.0003
Epoch 273 | loss: 0.0003
Epoch 274 | loss: 0.0003
Epoch 275 | loss: 0.0003
Eval Epoch 275 | Mean relative regret: 0.1629
Epoch 276 | loss: 0.0003
Epoch 277 | loss: 0.0003
Epoch 278 | loss: 0.0003
Epoch 279 | loss: 0.0003
Epoch 280 | loss: 0.0003
Eval Epoch 280 | Mean relative regret: 0.1628
Epoch 281 | loss: 0.0003
Epoch 282 | loss: 0.0003
Epoch 283 | loss: 0.0003
Epoch 284 | loss: 0.0003
Epoch 285 | loss: 0.0003
Eval Epoch 285 | Mean relative regret: 0.1640
Epoch 286 | loss: 0.0003
Epoch 287 | loss: 0.0003
Epoch 288 | loss: 0.0003
Epoch 289 | loss: 0.0003
Epoch 290 | loss: 0.0003
Eval Epoch 290 | Mean relative regret: 0.1622
Epoch 291 | loss: 0.0003
Epoch 292 | loss: 0.0003
Epoch 293 | loss: 0.0003
Epoch 294 | loss: 0.0003
Epoch 295 | loss: 0.0003
Eval Epoch 295 | Mean relative regret: 0.1619
Epoch 296 | loss: 0.0003
Epoch 297 | loss: 0.0003
Epoch 298 | loss: 0.0003
Epoch 299 | loss: 0.0003
Epoch 300 | loss: 0.0003
Eval Epoch 300 | Mean relative regret: 0.1629
Epoch 301 | loss: 0.0003
Epoch 302 | loss: 0.0003
Epoch 303 | loss: 0.0003
Epoch 304 | loss: 0.0003
Epoch 305 | loss: 0.0003
Eval Epoch 305 | Mean relative regret: 0.1621
Epoch 306 | loss: 0.0003
Epoch 307 | loss: 0.0003
Epoch 308 | loss: 0.0003
Epoch 309 | loss: 0.0003
Epoch 310 | loss: 0.0003
Eval Epoch 310 | Mean relative regret: 0.1626
Epoch 311 | loss: 0.0003
Epoch 312 | loss: 0.0003
Epoch 313 | loss: 0.0003
Epoch 314 | loss: 0.0003
Epoch 315 | loss: 0.0003
Eval Epoch 315 | Mean relative regret: 0.1625
Epoch 316 | loss: 0.0003
Epoch 317 | loss: 0.0003
Epoch 318 | loss: 0.0003
Epoch 319 | loss: 0.0003
Epoch 320 | loss: 0.0003
Eval Epoch 320 | Mean relative regret: 0.1622
Epoch 321 | loss: 0.0003
Epoch 322 | loss: 0.0003
Epoch 323 | loss: 0.0003
Epoch 324 | loss: 0.0003
Epoch 325 | loss: 0.0003
Eval Epoch 325 | Mean relative regret: 0.1616
Epoch 326 | loss: 0.0003
Epoch 327 | loss: 0.0003
Epoch 328 | loss: 0.0003
Epoch 329 | loss: 0.0003
Epoch 330 | loss: 0.0003
Eval Epoch 330 | Mean relative regret: 0.1614
Epoch 331 | loss: 0.0003
Epoch 332 | loss: 0.0003
Epoch 333 | loss: 0.0003
Epoch 334 | loss: 0.0003
Epoch 335 | loss: 0.0003
Eval Epoch 335 | Mean relative regret: 0.1603
Epoch 336 | loss: 0.0003
Epoch 337 | loss: 0.0003
Epoch 338 | loss: 0.0003
Epoch 339 | loss: 0.0003
Epoch 340 | loss: 0.0003
Eval Epoch 340 | Mean relative regret: 0.1600
Epoch 341 | loss: 0.0003
Epoch 342 | loss: 0.0003
Epoch 343 | loss: 0.0003
Epoch 344 | loss: 0.0003
Epoch 345 | loss: 0.0003
Eval Epoch 345 | Mean relative regret: 0.1584
Epoch 346 | loss: 0.0003
Epoch 347 | loss: 0.0003
Epoch 348 | loss: 0.0003
Epoch 349 | loss: 0.0003
Epoch 350 | loss: 0.0003
Eval Epoch 350 | Mean relative regret: 0.1587
Epoch 351 | loss: 0.0003
Epoch 352 | loss: 0.0003
Epoch 353 | loss: 0.0003
Epoch 354 | loss: 0.0003
Epoch 355 | loss: 0.0003
Eval Epoch 355 | Mean relative regret: 0.1583
Epoch 356 | loss: 0.0003
Epoch 357 | loss: 0.0003
Epoch 358 | loss: 0.0003
Epoch 359 | loss: 0.0003
Epoch 360 | loss: 0.0003
Eval Epoch 360 | Mean relative regret: 0.1593
Epoch 361 | loss: 0.0003
Epoch 362 | loss: 0.0003
Epoch 363 | loss: 0.0003
Epoch 364 | loss: 0.0003
Epoch 365 | loss: 0.0003
Eval Epoch 365 | Mean relative regret: 0.1576
Epoch 366 | loss: 0.0003
Epoch 367 | loss: 0.0003
Epoch 368 | loss: 0.0003
Epoch 369 | loss: 0.0003
Epoch 370 | loss: 0.0003
Eval Epoch 370 | Mean relative regret: 0.1576
Epoch 371 | loss: 0.0003
Epoch 372 | loss: 0.0003
Epoch 373 | loss: 0.0003
Epoch 374 | loss: 0.0003
Epoch 375 | loss: 0.0003
Eval Epoch 375 | Mean relative regret: 0.1575
Epoch 376 | loss: 0.0003
Epoch 377 | loss: 0.0003
Epoch 378 | loss: 0.0003
Epoch 379 | loss: 0.0003
Epoch 380 | loss: 0.0003
Eval Epoch 380 | Mean relative regret: 0.1575
